sample_id	G000	G001	G002	G003	G004	G005	G006	G007	G008	G009	G010	G011	G012	G013	G014	G015	G016	G017	G018	G019	G020	G021	G022	G023	G024	G025	G026	G027	G028	G029	G030	G031	G032	G033	G034	G035	G036	G037	G038	G039	G040	G041	G042	G043	G044	G045	G046	G047	G048	G049	G050	G051	G052	G053	G054	G055	G056	G057	G058	G059	G060	G061	G062	G063	G064	G065	G066	G067	G068	G069	G070	G071	G072	G073	G074	G075	G076	G077	G078	G079
S067	0.340925	0.692863	3.324751	0.489260	1.689058	0.724329	1.402998	0.120902	0.899135	2.310067	2.461187	1.192722	0.858272	0.627310	0.840104	0.201753	2.448743	0.949686	0.562473	1.026795	1.723914	0.552941	0.362278	0.395868	0.449222	0.508893	5.529518	0.859711	1.687061	3.692443	1.564922	0.313912	0.929088	2.629712	0.964511	2.484119	0.492991	1.634343	1.093819	0.477858	1.268841	5.460464	0.357039	1.631258	6.765342	6.123273	5.486637	5.348117	1.661256	0.963335	3.353300	1.770439	8.552252	1.107134	0.827757	0.426751	1.668559	2.206224	1.099638	3.504956	0.536763	0.665531	2.468441	4.165772	2.519268	3.240476	1.443172	0.339976	0.592565	2.629993	0.128853	0.268065	3.361775	1.964351	0.533789	3.095024	0.746144	1.032633	0.014883	0.010255
S068	0.224589	0.703579	2.014431	0.405065	1.822614	0.310627	1.630682	0.206364	0.966242	2.345370	3.060693	1.259760	1.065729	0.321206	0.862385	0.374108	2.545925	1.097239	0.956074	1.194846	2.026128	0.669563	0.109918	0.310304	0.322812	0.602454	1.290773	0.185394	0.307798	0.886125	0.297397	0.121152	0.528344	0.724511	0.250610	0.554623	0.146642	0.338933	0.405986	0.219536	0.301982	1.227769	0.071083	0.377605	1.376255	1.231767	1.343375	1.086664	0.508536	0.419416	0.715302	0.334860	2.961539	0.475726	0.279987	0.139166	0.650172	0.906308	0.645010	1.179169	0.486601	0.507277	0.975982	1.392207	0.860707	1.372653	0.595326	0.107810	0.223307	0.844360	0.170624	0.075440	1.248696	0.652857	0.254207	1.143292	0.376991	0.350854	0.219082	0.005772
S069	1.220789	2.715929	7.585253	0.920570	7.187407	0.998027	5.455321	0.454520	4.054943	9.778102	10.884865	5.035152	3.829737	1.720540	3.592880	0.797491	10.296694	3.683292	2.278902	4.235285	7.845386	2.403924	0.910049	0.794302	1.214354	2.152745	14.677142	2.107396	4.198803	9.559158	4.061696	0.535956	1.990983	7.048545	2.826243	7.196166	1.425245	4.384114	2.881919	1.353393	3.063028	14.762717	0.941436	3.849997	18.279882	16.361385	15.156363	14.509292	4.490828	2.155195	9.084345	4.628410	14.715384	2.099972	1.462663	0.668000	2.523740	4.230692	1.795157	5.854629	0.286472	1.276725	4.464687	7.137647	4.296478	5.544919	2.136478	0.569643	1.089111	4.077334	0.594445	0.517538	5.979962	3.595840	1.079886	5.753614	1.803086	1.667820	0.028295	0.337164
S070	0.457058	0.642557	0.569662	0.214865	0.386564	0.055137	0.207815	0.330636	0.400785	1.159326	0.508487	0.717746	0.240535	0.708901	0.152143	0.047633	1.127830	0.423408	0.109210	0.300259	0.403404	0.542746	0.442767	0.286180	0.120377	0.264876	11.499351	1.502947	3.450014	7.402885	3.508611	0.165931	1.476429	5.227106	2.166229	5.204758	1.010772	3.537350	2.436524	0.994511	1.965450	10.791760	0.703546	2.957818	14.041084	12.229596	11.432160	11.199096	3.377799	1.879811	7.153141	4.289966	1.556394	0.273743	0.180603	0.125039	0.485502	0.892015	0.588662	0.617863	0.034819	0.357584	0.832138	1.047943	0.445521	0.645806	0.552835	0.148388	0.255573	0.423470	0.030303	0.220750	0.963695	0.492942	0.072134	0.528990	0.381119	0.382234	0.408501	0.005069
S071	0.645377	1.522606	4.149560	1.039109	4.401075	0.579679	3.058949	0.174977	1.962557	4.937067	6.012287	3.028895	2.052088	0.697931	1.819132	0.434455	5.253709	1.898658	1.880111	2.443807	4.206570	1.360624	0.321738	0.317723	0.670018	1.118228	2.611589	0.529669	0.842794	1.770501	1.010293	0.455541	0.717865	1.357303	0.463869	1.215831	0.380753	0.848831	0.530995	0.305773	1.351156	3.097438	0.181412	0.938073	3.452988	4.093236	2.905739	2.677468	0.914841	0.394224	1.726926	0.947977	16.484185	2.106336	1.548020	0.782221	2.830566	4.128684	2.066081	6.564493	0.252069	1.692897	4.444415	7.912684	4.822329	6.133516	2.634272	0.505142	1.195350	4.537074	0.623864	0.317094	6.173112	3.682336	0.891148	5.903827	1.469141	1.849926	0.219685	0.073072
S072	0.553423	1.521031	4.267734	0.703362	4.248732	0.713705	3.010516	0.020388	2.058846	5.072898	6.044747	3.100815	2.096580	0.655667	1.820739	0.438909	5.395003	1.927027	1.304299	2.331649	4.292776	1.380177	0.391114	0.332234	0.692818	1.136152	3.642105	0.747176	1.076350	2.419139	1.132364	0.714268	0.573494	1.810283	0.749770	1.699875	0.503365	1.180629	0.747782	0.363965	1.179524	4.028423	0.248577	1.005589	4.690786	4.165729	4.078393	3.706866	1.281544	0.606005	2.281230	1.197831	12.921727	1.701621	1.283379	0.730652	2.223646	3.348549	1.517224	5.152040	0.296047	1.020008	3.887674	6.225064	3.777665	5.118177	1.764262	0.612956	0.970955	3.517947	0.318141	0.430151	4.824113	2.933862	0.740663	4.500521	1.206567	1.408002	0.108542	0.147828
S073	1.052875	2.936936	7.884011	0.948147	7.376478	1.060690	5.579519	0.050292	4.167379	9.639504	11.328434	4.953801	3.888856	1.410936	3.518140	0.851500	10.187931	3.610302	2.468033	4.353335	8.111549	2.466238	0.614008	0.666791	1.289747	2.115888	8.744364	1.453482	2.547837	5.836469	2.486281	0.490329	1.266692	4.321699	1.627919	4.032522	1.335403	2.646338	2.081623	0.790000	2.290964	9.343958	0.685590	2.349022	11.047473	9.677366	9.177116	9.099103	2.790674	1.439108	5.428932	2.779144	17.097367	2.425601	1.642721	0.797508	3.638321	4.374296	2.020400	6.781088	0.315383	1.324719	4.815947	8.219016	5.020775	6.359472	2.511532	0.578850	1.438937	4.643113	0.557392	0.667726	7.075415	3.871452	1.160745	6.024443	1.811445	1.938765	0.240488	0.023256
S074	0.482694	2.057465	4.648943	0.195031	4.149592	0.654527	3.256258	0.400776	2.361563	5.325941	6.517383	2.910474	2.289984	1.248397	2.097957	0.486942	5.687528	2.539796	1.306201	2.544572	4.849035	1.442367	0.195257	0.329427	0.739170	1.222442	1.403058	0.258508	0.396204	1.075651	1.598865	0.332284	0.233311	0.893842	0.749458	0.838341	0.354150	0.425703	0.292081	0.136772	0.374693	1.938625	0.178386	0.580326	1.718515	1.761735	1.515609	1.545328	0.612678	0.262827	0.855964	0.501441	3.416953	0.620099	0.526486	0.535051	0.620040	0.891796	0.472922	1.363717	0.139956	0.370695	0.918541	1.672343	1.061940	1.219786	0.450631	0.108544	0.300750	0.964362	0.455248	0.150708	1.483049	0.735623	0.691721	1.179726	0.911154	0.413385	0.621998	0.333898
S075	0.628331	1.276043	3.606722	0.429705	3.301037	0.440452	2.553097	0.053838	1.994969	4.696980	5.074379	2.249161	1.838876	0.997814	1.778882	0.411130	5.086515	1.714337	1.199568	1.996761	4.693966	1.134841	0.478058	0.412455	0.679594	1.813190	8.439870	1.229750	2.452523	5.530349	2.354933	0.243258	1.190380	4.097690	1.469966	4.033760	0.936452	2.836344	2.029849	0.788439	1.503044	8.432593	0.566855	2.842633	10.572469	9.164252	8.751048	8.383001	2.733023	1.252997	5.222811	2.730770	2.667890	0.621045	0.404321	0.308101	0.453223	0.793550	0.396320	1.046663	0.098265	0.380349	1.013427	1.280225	0.812112	1.021612	0.360323	0.169947	0.359166	0.803495	0.284957	0.787687	1.246041	0.918180	0.438193	1.005387	0.514462	0.492692	0.004045	0.042030
S076	0.450948	1.243455	3.284447	0.565482	3.169399	0.760238	2.430485	0.037428	1.642125	4.785171	4.796732	2.126460	1.677647	0.715721	1.461441	0.563342	4.447117	1.542193	1.041027	1.905649	3.382426	1.082263	0.479953	0.327477	0.562002	1.146613	4.136825	0.658690	1.476101	2.649463	1.404984	0.375413	0.613238	2.013541	0.723263	2.033865	0.501622	1.437495	0.883876	0.446843	1.155545	4.337981	0.449987	2.221005	5.254569	4.625995	4.179949	4.114343	1.334149	0.899424	2.513122	1.299038	11.142192	1.504089	1.063552	0.572953	1.950033	2.820421	1.285244	4.449981	0.223492	0.783698	3.151511	5.488862	3.481905	4.194826	1.949918	0.378963	1.352766	3.042341	0.896292	0.291408	4.262203	2.511031	0.598808	3.995987	1.147913	1.462623	0.186149	0.040932
S077	0.507827	1.271732	2.720620	0.387154	2.600904	0.367803	1.946867	0.109000	1.431359	3.652902	3.924454	1.901561	1.356863	0.707663	2.130202	0.311145	3.871424	1.410758	1.070823	1.550368	2.833237	1.357959	0.358489	0.274943	0.446558	0.804049	7.458993	1.042573	2.144718	4.742302	2.027238	0.274550	0.984074	3.560202	1.297809	3.315177	0.673251	2.170181	1.482204	0.759399	1.447887	7.219059	0.829484	1.917974	9.142519	7.906870	7.437809	7.250729	2.329370	1.116005	4.601238	2.494832	5.771333	0.814025	0.693663	0.743587	1.002929	1.487432	0.672680	2.722415	0.204089	0.583238	1.746285	2.875076	1.649850	2.129909	0.774422	0.265099	0.880285	1.547315	0.193292	0.282497	2.448333	1.466256	0.403922	2.015078	0.629588	0.647413	0.094350	0.036315
S078	0.654729	1.103715	3.051492	1.207065	2.955733	0.393293	2.219050	0.294203	1.687818	3.671471	4.418452	2.031873	1.546969	0.499369	1.432097	0.479932	3.918774	1.391807	1.078388	1.843359	3.094273	1.015723	0.231281	0.405657	0.485480	0.825144	2.919817	0.682972	0.880200	1.922962	0.842978	0.243728	0.452692	1.517423	0.541306	1.385014	0.484581	0.991180	0.907504	0.275445	1.565489	3.233900	0.198679	0.814083	3.792185	3.309195	3.089738	3.070994	0.965217	0.592078	1.974776	1.238347	9.254150	1.218708	1.035244	0.458031	1.732778	2.442601	1.445393	4.242217	0.156398	0.859795	2.554010	4.508145	2.916263	3.562223	1.264394	0.321600	1.042533	2.603731	1.112859	0.205291	3.510914	2.065284	0.763836	3.217588	0.930035	1.008719	0.153529	0.176984
S079	1.081356	2.669177	7.380579	0.677182	6.832103	0.913249	5.257705	0.114695	3.910751	9.237872	10.448290	4.622885	3.661285	1.474232	3.204017	0.755507	10.315252	3.414479	2.170539	4.190189	7.530650	2.498399	0.624853	0.826997	1.166815	2.017667	11.296441	1.627517	3.275000	7.367983	3.175148	0.301289	1.651186	5.493758	2.089557	5.189490	1.137796	3.353585	2.452868	1.022588	2.197608	11.387779	0.712282	2.980276	14.055344	12.403526	11.618725	11.358746	3.658008	1.955487	7.169402	3.626092	7.698151	1.184735	0.937547	0.322147	1.213111	1.942520	1.112308	2.829158	0.439663	0.812006	2.274727	3.542897	2.125741	2.676780	1.003019	0.603694	0.671790	2.020550	0.620482	0.353296	3.131525	1.748954	1.099912	2.538461	1.160612	0.882358	0.137713	0.068116
S080	0.502190	1.678367	4.472644	1.121496	4.412998	0.585984	3.235153	0.037036	2.410778	5.612710	6.636936	2.907643	2.246935	0.661565	2.065257	0.786488	5.680041	2.152224	1.408276	3.014190	4.598181	1.434466	0.447061	0.349027	0.735741	1.211250	2.270462	0.548547	0.665109	1.491893	1.274220	0.555082	0.419734	1.221528	0.596655	1.295707	0.369723	0.791761	0.490469	0.303445	1.059994	2.988123	0.157251	0.985522	3.022127	2.887757	2.436701	2.368134	1.305187	0.600557	1.526617	0.970162	14.669491	2.077963	1.616356	0.711228	2.537087	3.704758	1.690776	6.007266	0.238494	1.055937	4.113612	7.199203	4.321444	5.491391	2.008454	0.458466	1.310945	4.014316	0.336896	0.297536	5.562525	3.329597	0.801834	5.134488	1.365242	1.628377	0.034664	0.038192
S081	0.540940	0.738530	1.927398	0.449033	1.930682	0.792012	1.543271	0.258331	1.089147	2.865756	2.688025	1.225684	0.947905	1.354377	0.829030	0.347220	3.019510	1.300429	0.619268	1.112571	1.923053	0.583429	0.823280	0.250687	0.390083	0.626016	10.711298	1.748511	3.095006	6.993703	2.986479	0.406545	1.642387	5.034522	2.038511	4.944644	1.068966	3.216206	2.192562	0.992936	2.050784	10.380072	0.696505	2.834454	13.333877	11.623508	10.862204	10.576217	3.361572	1.637976	6.804001	3.422493	6.416954	0.902701	1.065196	0.286828	1.099385	1.681199	0.729570	2.577492	0.130174	0.632234	2.098495	3.279170	2.086790	2.456978	1.139738	0.410286	0.638326	1.844721	0.341183	0.287703	3.060920	1.651682	0.337013	2.325634	0.583911	0.738145	0.036324	0.025122
S082	0.939567	2.428469	6.843230	0.831064	6.323800	0.856421	5.046311	0.146014	3.334964	8.254578	10.056979	4.362132	3.400399	1.082216	2.984754	0.708771	8.745475	3.162087	2.044894	3.919608	7.026284	2.856811	0.414955	0.527842	1.102640	1.967709	5.140825	0.825256	1.828718	3.290303	1.660701	0.275641	0.852175	2.455341	0.921493	2.326233	0.638562	1.781642	1.116825	0.473307	1.348943	5.558674	0.329213	1.377519	6.398879	5.580338	5.800827	5.135399	1.823942	0.816265	3.148199	1.614098	9.787219	1.433236	0.946105	0.464163	1.803024	2.894666	1.225817	3.805462	0.205475	0.770808	2.818686	4.611376	2.854771	3.586699	1.491115	0.344028	0.768260	2.645854	0.466196	0.338018	3.658657	2.362865	0.870448	3.360403	1.262334	1.119581	0.227367	0.017419
S083	0.681651	2.224460	6.150869	0.909317	5.779384	0.797080	4.320854	0.157296	2.865042	7.147926	8.906669	3.849119	3.024387	0.833449	2.634353	0.659595	7.599187	2.988353	1.892859	3.575861	6.378826	1.911410	0.377805	0.447763	0.975294	1.648532	2.917589	0.622422	0.882754	1.920785	0.828464	0.526415	0.552631	1.521582	0.583580	1.394732	0.481296	1.087256	0.722191	0.281588	1.333053	3.603001	0.197300	1.087875	3.849306	3.503851	3.207917	3.042310	1.190082	0.497987	1.949147	0.926161	17.758960	2.379176	1.836576	0.846740	3.045573	4.481187	2.151738	7.075015	0.290082	1.362640	4.724755	8.538288	5.188091	7.121982	2.406263	0.559785	1.249088	4.813336	0.429999	0.344439	6.606019	4.077484	1.021699	6.168182	1.969000	2.093884	0.032260	0.078778
S084	1.024784	2.432850	7.032707	0.498992	6.393659	1.011664	4.937116	0.030943	3.430986	8.847331	9.777599	4.340941	3.468414	1.863638	3.014405	0.796017	9.227679	3.221869	1.978052	3.908777	7.090602	2.353709	0.564670	1.015322	1.105391	2.212608	10.511043	1.475681	3.002589	6.713025	2.940441	0.355639	1.724362	4.916905	1.794563	4.735565	1.126856	3.357565	2.722539	0.926806	2.082753	10.458595	0.853478	2.717918	12.905119	11.152725	10.635267	10.307768	3.403344	1.534395	6.377492	3.503763	5.829411	0.994151	0.779907	0.312563	0.957400	1.573302	1.155878	2.235651	0.174432	0.679868	1.861208	2.715635	1.884955	2.100559	1.030771	0.651215	0.513588	1.523776	0.482463	0.309437	2.407699	1.341371	0.996140	2.037957	1.037171	0.848927	0.013796	0.187186
S085	0.536586	1.449191	3.776846	0.687842	3.634948	0.506778	2.682501	0.095153	1.781726	4.480388	5.507947	2.461655	1.893363	0.541409	1.823379	0.421338	4.724947	1.724703	1.149472	2.275893	3.883710	1.208143	0.272800	0.281896	0.786630	0.999993	2.210752	0.437340	0.704841	1.445639	0.692123	0.235719	0.369681	1.117057	0.388033	1.020649	0.337072	0.878232	0.466109	0.294499	1.175561	2.581865	0.146087	0.694810	2.917285	2.536818	2.382801	2.260146	0.851450	0.386810	1.391351	0.707380	9.235157	1.260789	0.879919	0.403434	1.624202	2.335513	1.099551	3.719286	0.659766	0.613436	2.495419	4.712109	3.121358	3.590026	1.612267	0.311764	0.794019	2.525402	0.313323	0.357775	3.810597	2.072503	0.581144	3.267982	1.193491	1.043810	0.142688	0.205894
S086	0.926308	1.492663	4.178990	0.469211	4.003705	0.809032	2.893331	0.114307	1.916974	5.007241	5.698879	2.509472	1.989419	0.854532	1.930210	0.495687	5.040968	2.282827	1.223136	2.210295	4.077104	1.276420	0.348700	0.498510	0.643155	1.443134	3.100910	0.535100	0.887166	2.064954	0.859796	0.265005	0.498853	1.851961	0.620282	1.446829	0.616064	0.931370	0.723830	0.302776	1.330686	3.520399	0.397835	0.854125	3.794173	3.387276	3.201161	3.037127	1.272011	1.093974	2.074924	1.098053	8.458627	1.232151	0.798619	0.475186	1.442891	2.151161	0.996932	3.338229	0.235060	0.750110	2.356842	4.203257	2.472521	3.342129	1.373634	0.624591	0.638589	2.654809	0.393108	0.405437	3.182237	2.121848	0.709240	2.913752	1.106848	1.449995	0.017799	0.012317
S087	0.705569	0.633158	1.761691	0.314770	1.922606	0.238399	1.275184	0.115238	1.073827	3.375046	2.553508	1.166476	0.888188	0.779592	0.803549	0.319984	3.096385	0.910491	0.639123	0.988158	1.889548	0.576736	0.406769	0.341126	0.423275	0.628505	10.688827	1.363312	3.082300	6.609634	2.843719	0.207458	1.491660	4.949039	1.850090	4.724317	0.948300	3.000027	2.054107	0.922996	1.822547	9.757603	0.633975	2.744477	12.607595	10.938946	10.450844	10.111017	3.076592	1.488393	6.412262	3.231680	3.324664	0.515496	0.404227	0.181670	0.899315	0.924087	0.594691	1.333674	0.264074	0.530271	1.502667	1.799481	1.113935	1.398805	0.458347	0.197963	0.301203	0.917898	0.593502	0.506833	1.688765	0.856777	0.265804	1.165065	0.579137	0.390190	0.221269	0.166395
S088	0.671343	1.362915	3.429169	0.619832	3.437880	0.521703	2.599281	0.053915	1.759642	4.436486	5.012407	2.195714	1.730918	0.734400	1.535875	0.526658	4.643837	1.615147	1.075315	1.955081	3.534404	1.433667	0.357358	1.296763	0.569513	1.247923	6.406861	1.048725	2.131803	4.208073	1.858171	0.323277	0.936687	3.004949	1.168363	2.964433	0.818285	1.927416	1.664292	0.599670	1.669318	6.863570	0.400709	1.770381	7.927688	6.995486	6.504966	6.291912	1.979924	0.986918	3.957681	2.091127	10.552655	1.408752	1.044403	0.473033	1.853083	2.895277	1.222600	4.268034	0.244045	0.780235	3.021012	5.124454	3.197684	3.967864	1.447415	0.509738	0.794879	2.958091	0.582665	0.393304	4.172896	2.555837	0.870862	3.689728	0.993615	1.200128	0.146169	0.048038
S089	0.451448	0.827539	2.176755	0.647752	2.208157	0.342954	1.570298	0.029155	1.212579	2.960133	3.276309	1.524287	1.098580	0.582747	0.963171	0.268515	3.312407	1.295716	1.340392	1.434062	2.412195	0.866797	0.377684	0.246391	0.589242	0.787470	6.124338	1.073893	1.783093	4.022975	1.748676	0.338707	1.339478	3.083129	1.233059	2.850654	0.624395	2.118681	1.234798	0.655219	1.594350	6.273120	0.458330	1.716697	7.743271	6.821058	6.342341	6.135355	1.887104	0.941910	4.046715	2.061134	11.777148	1.615081	1.163955	0.530703	2.058297	2.954735	1.381374	4.689178	0.311872	1.187750	3.317372	5.674930	3.768688	4.473337	1.797215	0.407301	0.810390	3.200579	0.167403	0.310533	4.892498	2.691858	0.604117	4.100050	1.500356	1.615466	0.241268	0.102847
S090	0.149897	0.384268	0.825987	0.831099	1.065113	0.457072	1.306287	0.127549	0.593207	1.151530	1.401554	0.619639	0.586250	0.212086	0.434218	0.124508	1.249341	0.484324	0.373780	0.468457	0.921806	0.276707	0.167486	0.087404	0.213329	0.319839	2.230971	0.663084	0.619836	1.415555	0.603719	0.317896	0.367045	1.123024	0.942089	1.243058	0.498840	0.738311	0.429121	0.190199	0.969962	2.259249	0.370517	0.683455	2.823584	2.502413	2.253890	2.169466	0.902119	0.406525	1.463188	0.679931	11.747055	1.524664	1.122061	0.541787	2.203056	3.108895	1.523704	4.760393	0.278347	0.767357	3.284207	5.735927	3.495189	4.549855	1.612660	0.368394	0.774149	4.063092	1.082963	0.308778	4.548198	2.670142	0.453156	4.435327	0.854510	1.521510	0.018665	0.028336
S091	0.413923	0.841583	1.717281	0.557677	1.871697	0.299438	1.343632	0.039157	0.966283	2.656474	2.648275	1.097379	0.852831	0.624869	0.738845	0.279767	2.542947	0.941807	0.921257	1.190232	1.785133	0.932235	0.282225	0.325032	0.277827	0.521749	5.551449	0.885811	1.999287	3.634538	1.617516	0.298495	1.014365	2.715234	1.353950	2.546112	0.516237	1.744737	1.095417	0.554655	1.373174	5.499661	0.379675	1.502949	7.008097	6.201519	5.650396	5.572741	1.712273	0.979557	3.557310	1.765241	10.227096	1.380021	0.985608	0.450604	1.798162	2.719249	1.199406	4.148358	0.228612	0.744780	2.893346	5.250780	3.018464	4.103924	1.532077	0.386919	0.711893	2.816521	0.131537	0.515123	4.203521	2.698685	0.596106	3.596998	0.876471	1.145221	0.059964	0.152013
S092	0.301302	0.771170	2.691047	0.703077	2.126704	0.298005	1.495282	0.628388	1.088041	2.563109	3.024025	1.349843	1.024249	0.405343	1.103205	0.823096	2.833030	1.022114	0.687013	1.297137	2.288180	0.967262	0.396891	0.361767	0.474637	0.580268	2.984763	0.512441	0.858374	2.190879	0.844243	0.289898	0.597485	1.485258	0.682400	1.371402	0.578338	1.144267	0.622456	0.485982	1.315892	3.211805	0.194374	0.839479	3.804670	3.430321	3.109849	3.256893	0.969289	0.486408	1.851129	0.943298	10.231862	1.312988	0.969644	0.449329	1.823556	2.562635	1.360638	4.059081	0.151180	0.715838	2.843177	4.914226	2.993882	3.826003	1.428246	0.467551	0.687597	2.993082	0.172811	0.377185	4.078812	2.741753	0.455422	3.811832	0.830484	1.099379	0.028379	0.012188
S093	0.658263	2.198381	5.998503	0.931978	5.831718	0.779280	4.356586	0.383874	2.899643	7.082184	9.051635	3.830606	3.077249	0.794280	2.619455	0.631226	7.573075	2.991271	1.959625	3.384724	6.225078	1.913273	0.435193	0.478979	1.008430	1.623952	2.388471	0.579486	0.744791	1.681611	0.801207	0.579805	0.479059	1.453480	0.431468	1.106612	0.390748	0.887420	0.488913	0.226644	1.297197	3.113747	0.284719	0.706627	3.261212	2.863398	2.572876	2.722143	0.885062	0.467452	1.484748	0.784829	19.227309	2.617365	1.904597	0.842042	3.356581	4.863884	2.250020	7.745658	0.892520	1.664329	5.585801	9.332547	5.722136	7.188997	2.615902	1.640621	1.464876	5.465036	0.431674	0.529231	7.152560	4.688765	1.523135	6.897066	1.825073	2.339025	0.045441	0.148167
S094	0.592172	2.149466	5.952244	0.949451	5.568910	0.758309	4.401852	0.028568	2.920555	6.879559	8.690681	3.778044	3.266364	0.842351	2.704464	0.610619	7.339947	2.699829	1.815187	3.574036	6.077682	1.896009	1.217245	0.415934	0.954521	1.783608	0.844059	0.409534	0.478993	0.587653	0.249621	0.361351	0.448067	0.551902	0.373952	0.578851	0.252390	0.353096	0.293475	0.161101	0.906780	1.939741	0.121629	0.283089	1.231085	1.178342	1.099638	0.986079	0.502977	0.138338	0.589492	0.351169	15.583903	2.022795	1.449178	0.668080	2.712856	4.189955	1.767750	6.031646	0.505934	1.062042	3.971464	7.308556	4.858253	5.635812	2.122454	0.459944	1.080891	4.297373	0.423917	0.666554	5.517072	3.617268	0.991088	5.267842	1.518823	1.810985	0.123707	0.179644
S095	0.372307	1.119677	2.691686	0.858806	2.691307	0.767006	2.077342	0.060456	1.363859	3.302644	3.955487	2.033903	1.547063	0.541090	1.166230	0.297097	3.635778	1.265927	0.970264	1.516632	2.735158	0.842312	0.292038	0.221592	0.521950	0.989414	3.342973	0.789434	1.090078	2.262051	0.993600	0.404235	0.594864	1.874514	0.620626	1.563981	0.388908	1.052943	0.862095	0.353015	1.246332	3.632474	0.298207	1.497210	4.314292	3.967125	3.458217	3.562889	1.324427	0.499289	2.105149	1.090482	14.777510	1.946494	1.385566	0.787528	2.570024	3.650385	1.693952	5.869853	0.449111	1.213705	3.976967	7.214035	4.312033	5.580486	2.061394	0.457924	1.023060	4.118317	0.287252	0.279915	5.662415	3.313416	0.649252	5.180370	1.171584	1.591104	0.026882	0.030998
S096	0.383819	0.671631	1.249119	1.420969	1.603201	0.426809	0.846285	0.209066	0.672442	1.760122	2.116781	0.870982	0.694879	0.440145	0.541518	0.213016	1.948955	0.677519	0.701026	0.723975	1.287766	0.600990	0.391022	0.283941	0.231152	0.428718	5.540206	1.033275	1.600605	3.706756	1.588026	0.756883	1.077234	2.758466	1.141406	2.682065	0.520761	1.748863	1.265280	0.492797	2.294407	5.759374	0.365022	1.558315	7.187264	6.457879	5.651371	5.480656	1.730209	1.003803	3.731124	1.785450	27.715611	3.338797	2.647648	1.838232	4.815738	6.905596	3.006934	11.177761	0.443077	1.740458	7.497653	13.464313	8.147788	10.408028	3.853474	0.859271	1.801762	7.651351	0.297457	0.558995	10.408396	6.279845	1.085946	9.714773	1.854609	2.952877	0.351403	0.027650
S097	0.952974	3.498304	8.867941	0.684461	8.231773	1.107978	6.988853	0.313672	4.218677	10.424477	12.650304	5.619401	5.025194	1.417224	3.998478	0.900693	11.253499	4.133937	2.809694	4.963914	9.146649	2.810085	0.422073	0.821376	1.414516	2.309895	3.126651	0.764170	1.204351	2.078387	0.884551	0.591581	0.541561	1.615862	0.564392	1.496531	0.535117	1.014796	0.666428	0.419321	1.223159	4.101157	0.241123	0.890344	3.993900	3.574110	3.803030	3.390637	1.163114	0.508089	1.964049	1.051299	12.180500	1.826614	1.448350	0.738438	2.071829	3.095120	1.513997	4.789666	0.780184	0.836865	3.276716	6.670108	3.521876	4.465186	1.771579	0.416335	0.942220	3.453574	0.615334	0.305603	4.518785	2.687224	1.121425	4.707031	1.613556	1.385445	0.022820	0.072461
S098	0.391249	0.286614	0.139087	0.133973	0.151245	0.184852	0.079407	0.404493	0.204054	0.524937	0.224450	0.506590	0.217562	0.804845	0.059488	0.298721	0.504208	0.070494	0.154589	0.060132	0.106475	0.032385	0.153146	0.074904	0.029975	0.067921	2.652532	0.582232	0.755068	1.862831	0.727237	0.111634	0.353748	1.350083	0.529772	1.185101	0.215075	0.878208	0.562014	0.295403	0.844598	2.482021	0.216560	0.770892	3.257935	2.990378	2.625845	2.809964	0.815135	0.416856	1.643705	0.853715	2.227941	0.877665	0.483102	0.114964	0.377814	0.586048	0.286900	0.934791	0.030803	0.291338	0.701683	1.347733	0.640122	0.836156	0.407563	0.123395	0.141959	1.087997	0.085646	0.078696	0.893702	0.614153	0.093995	0.828181	0.147517	0.230692	0.077733	0.109570
S099	0.570100	1.608954	4.632500	0.509311	4.188279	0.556205	3.147567	0.691616	2.588566	5.464065	6.346047	3.630051	2.402240	1.082485	1.922591	0.457781	5.744997	2.042695	1.327107	2.611146	4.860933	1.495421	0.344761	0.396584	0.715703	1.204864	4.336388	0.664852	1.274521	3.074217	1.213208	0.303069	0.632633	2.034803	0.721792	2.103664	0.732851	1.276126	0.881551	0.415745	1.082357	4.424935	0.335111	1.123059	5.196370	4.576692	4.330605	4.165342	1.833479	0.619346	2.632775	1.425717	8.444548	1.186775	1.087541	0.562170	1.448387	2.215828	1.014602	3.354813	0.284057	0.701014	2.397310	4.066311	3.301043	3.145936	1.164817	0.287660	0.632674	2.310551	0.311447	0.306079	3.243253	1.957258	0.619956	2.941766	1.131089	1.159374	0.205001	0.012712
S100	0.699247	1.759667	4.594440	0.924336	4.379528	0.614608	3.633871	0.069339	2.234578	5.454027	6.710638	3.053016	2.376463	0.686601	1.989270	0.486361	5.869840	2.198551	1.450782	2.694090	4.758818	1.734429	0.383083	0.371164	0.751794	1.244013	2.665194	0.773334	0.804375	1.770912	0.789638	0.514086	0.465711	1.354775	0.468369	1.245959	0.349064	0.866993	0.532941	0.358471	1.233019	3.125955	0.340340	0.758974	3.410116	3.185897	2.951305	2.788462	0.923646	0.396298	1.739268	0.827292	16.509851	2.150280	1.570839	0.789333	2.996598	4.281675	1.922718	6.624224	0.269797	1.132230	4.442151	8.021637	4.942146	6.363038	2.247803	0.549286	1.146996	4.512427	0.568513	0.314277	6.180612	3.856780	1.013171	5.787650	1.468735	1.785222	0.055864	0.533633
